bno,title,name,cno,allerinfo,cdate,ingredients,content,types,meterials,image
106,카프레제 샐러드 만들기,-,-,"토마토, 우유",2015-07-09T02:13:35+09:00,"토마토,브리치즈,베이비채소,발사믹식초 3스푼,올리브유 3스푼,후추 1/3스푼,소금 1/3스푼","'토마토를 잘 씻어서 편으로 썰어주세요. 사실 토마토는 생으로 많이 먹는데 데쳐서 먹으면 영양소 흡수율이 훨씬 높아진다고 하네요. 담엔 데쳐서 요리해봐야겠어요~', '카프레제 샐러드에 저는 브리치즈를 넣어줄꺼에요. 모짜렐라 치즈 많이들 사용하시는데 전 이거 한번 먹어보고 여기에 푹 빠졌답니다. 치즈의 왕이라고 불릴정도로 깊고 부드러운 맛이 일품이랍니다.', '브리치즈도 먹기 좋게 편으로 잘라서 준비해주세요. 모짜렐라 치즈나 체다치즈 사용하시거나 집에 있는 걸로 하셔도 괜찮아요.', '재료들은 벌써 준비 끝이 났어요. 토마토와 치즈를 켜켜이 하나씩 보기좋게 올리면서 동그랗게 만들어주세요.', '카프레제 샐러드에 들어가는 발사믹소스 만들어볼께요. 저는 소스 끓여서 걸죽하게 만들지 않고 그냥 간단하게 만들꺼랍니다.', '먼저 양파를 4/1개 다져주세요. 그리고 발사믹식초 3스푼 , 올리브유 3스푼, 후추 3/1스푼, 소금 3/1스푼 넣어주세요.', '재료들을 모두 넣은 다음 다진 양파도 넣고 잘 섞어주세요. 이렇게 만들어서 시원하게 먹을 수 있게 냉장고에 미리 넣어 차게 만들어주세요. 카프레제 샐러드 만들때 토마토 썰기전에 미리 만들어 넣어주심 좋겠죠.', '베이비채소도 깨끗이 씻어 중앙에 올려주세요. 저는 이렇게 채소도 같이 올려서 먹는게 더 맛있더라구요. 집에 야채 있는걸로 다양하게 활용해보세요.', '시원하게 만들어놓은 발사믹소스 넣어주면 완성~'",샐러드,채소류,"'https://recipe1.ezmember.co.kr/cache/recipe/2015/07/14/c1c342e5bc678fd8637f0e5eedaad9af1.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2015/07/14/532eee32d18b50b1245e8715d456b9ce1.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2015/07/14/b89de7b4ce8f7c824c519f1c8ee837671.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2015/07/14/2a724c0f172cef0a7990b00a52a359bd1.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2015/07/14/7044dd8de1cf1f2b0ba4c620709981091.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2015/07/14/9dcd8a7a98e69fa187c31f2e819490ab1.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2015/07/14/e1164ebaf0fb7e00055524406772bd4a1.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2015/07/14/fb936f0f274468f2c96b1467b294ce191.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2015/07/14/89c329f165bdac5073fa1264d37729491.jpg'"
107,두반장이 필요없다! 쉽고~ 맛있는 마파두부/ 마파두부덮밥 레시피 공개!,-,-,"돼지고기, 콩, 대두, 닭고기, 굴",2017-12-28T00:43:09+09:00,"두부 2모,돼지고기다짐육 1팩,다진파 넉넉하게,다진양파,다진마늘 2큰술,고춧가루 5큰술,간장 4큰술,설탕 1큰술,굴소스 1큰술,소금 톡톡,된장 1큰술,전분물,치킨스톡 (멸치육수) 약간,물 2컵,후추 조금","'재료를 준비 해 줍니다. 마이쏭은 두부가 많은 마파두부가 좋으므로, 두부 2팩 준비했어요~! 돼지고기 다짐육도 통크게~ 한팩! ㅋㅋㅋㅋ', '먼저, 돼지고기는 후추, 소금으로 밑간을 해 둡니다.', '그리고, 재료손질!!!! 두부는 깍뚝깍뚝 좀 잘게 썰어주고~ 파와 양파는 다져줍니다.', '다진마늘도 준비 해 주세용~', '모든준비 완료! 이제~ 만들어 볼까요? 먼저, 달군팬에 기름을 둘러줍니다. 기름과 참기름을 섞어 둘러주셔도 좋아요~!', '기름에, 다진마늘과 다진파를 넣어 볶아주며 파기름을 내줍니다', '그리고~ 파향이 진~하게 올라오면! 다진양파도 넣고, 함께 볶아주세용~!', '그 다음은 밑간 해 둔 돼지고기다짐육 투입!!!', '후추조금 넣고 맛술있음 맛술도 조금 넣고 볶아주세요~ 마이쏭은 맛술이 없..... 그냥 후추만 조금 넣고 볶아줬답니다', '고기의 겉면이 어느정도 익었다면!!! 여기에 양념을 해 줄 차례~! 빠알간 고춧가루 넣고~', '설탕넣고~ 소금넣고~ 간장넣어~', '타지않게 달달~ 볶아주세요!', '이렇게 마파두부의 양념장이 완성 되었어요~! 이제, 여기다 바로~! 마파두부를 만들꺼랍니다! 마이쏭은 물을 부어줬는데~ 멸치육수가 있다면, 멸치육수를 넣어주시면 되용~', '팔팔 끓어오르기 시작하면~', '된장 1큰술 넣어줍니다. 두반장이 필요없다는것은? 바로 요 된장때문! ㅎㅎㅎㅎㅎ 양념과 섞이니~ 두반장이 필요없게 마파두부의 맛을 낼 수 있다구욧^^', '드디어 오늘의 주인공 두부입짱~!! 2팩 과감하게! 몽땅 때려넣어 줍니다. 두부가 많아야 비주얼도 맛도 더 맛있든 듯 ㅎㅎㅎ', '요건~ 뭐, 넣지 않아도 충분히 맛있지만~ 육수없이 물로 넣었기에, 마이쏭은, 집에있는 치킨스톡 한큰술 넣어줬답니다 ㅎㅎ', '자아~! 이제 양념은 끝!! 요렇게 불을 줄이고 재료가 어우러지게~ 끓여주다가!!', '전분가루와 물을 넣고 섞어, 전분물을 만들어 줍니다. 급하게 막걸리잔을 꺼내들었다는.. ㅋㅋㅋ\u200b', '끓고있는 마파두부에~ 전물물 스르륵~ 둘러~', '잘 저어가며 끓여줍니다.', '너무 되직하지 않게 조금씩 부어가며 농도를 맞춰주시면 되요!! 밥위에 마파두부 끼얹고! 반숙 계란후라이 얹고 파슬리가루 좀 뿌려주니~ 대박비주얼 탄생!!! ㅋㅋㅋㅋㅋ\u200b'",퓨전,돼지고기,"'https://recipe1.ezmember.co.kr/cache/recipe/2017/12/28/40a66529ce2b4689d307c14ae22bf02e1.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2017/12/28/f8f4bd2a4c696d57b5bcdffc44cbf04f1.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2017/12/28/71fb26662b1edd60369e2677210324a51.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2017/12/28/e0b227029e9ef2295c8960f1d8c6a6f21.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2017/12/28/c43908cdfbdd7b84656628ca0ee40e071.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2017/12/28/00d868aa88d925f7dea3094bdf7e47831.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2017/12/28/2f9d3ddf50c07dda8bbe2ae4825ad3221.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2017/12/28/7bd2505b05a496ab638bd48e8e283fc71.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2017/12/28/5d6588015d00c9e0c7c83ef9cb32646f1.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2017/12/28/2a10ae3f47466b18ed446b4241754c9c1.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2017/12/28/339381daec8ec2533052ca6d34a182c11.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2017/12/28/580e3e11f7a21bab5ceb475bcbfcf9981.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2017/12/28/59f1ddd79e8374cf577408dee83674341.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2017/12/28/0251ecc5621b2d68b2f342889de167e61.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2017/12/28/f8ddd4c3fe2b4cdfc396b14afcee4c2e1.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2017/12/28/4a6a8dc3693bf933920a3661554a85ac1.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2017/12/28/7cfff5e0e08088044f5632cbae0925a81.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2017/12/28/cd91810f954a0f4897eba8444c5b513b1.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2017/12/28/ae49fd6b17df4d2ad44f6ac4f3f47c431.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2017/12/28/7851d306e9d8cfea995b504f4a44334f1.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2017/12/28/4fc15bcbf3a27e887ed7cc89529dfc901.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2017/12/28/5649ee93e59cc6883bf3df32a7cef6d31.jpg'"
108,불고기버거 만들기,-,-,"소고기(쇠고기), 우유, 달걀, 대두",2014-06-27T00:10:05+09:00,"한우불고기 200g,모짜렐라치즈 100g,양상추,빵 5개,새싹,양파,파프리카,슬라이스치즈 4장,마요네즈,머스타드소스,간장 5T,매실원액 3T,맛술 2T,올리고당 1T,후추 약간,생강가루 약간,참기름 2T,다진양파 2T,다진마늘 2T,다진파 2T","'한우불고기 200g에 불고기 양념 재료를 넣고 양념해서 1시간 정도 재워 주세요.', '고기가 재워지는 동안 빵은 구워 주세요.', '불고기는 프라이팬에 센불로 볶아 주세요. 약불로 볶으면 물이 많이 나오기 때문에 센불에서 빠르게 볶아 주는게 중요합니다.', '볶아진 고기에 치즈를 넣고 한번 더 볶아 주세요.', '양상추, 새싹, 양파, 파프리카를 씻어 주세요.', '빵에 마요네즈를 발라 주세요.', '슬라이스치즈, 양상추, 고기, 파프리카, 양파, 새싹, 그리고 머스터드 소스를 듬뿍 뿌려주면 집에서 만드는 엄마표 불고기버거 완성!'",퓨전,소고기,"'https://recipe1.ezmember.co.kr/cache/recipe/2015/03/31/ed458c5369c0bdb6a50437bd7b3210db1.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2015/03/31/44a45b44ecede0f42080de5d529f73091.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2015/03/31/b65f22453ada3f09f57055e0140f74b51.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2015/03/31/79304ab42cdacb7792c2196e4062c9761.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2015/03/31/a32343abf8eb2b5b633b8354f450aee11.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2015/03/31/8df20add6e2092232713d7b455f8abf41.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2015/03/31/e8a35ec5cb62ec0a5df0c16868cff8281.jpg'"
109,브로콜리 스프(루 대신 찹쌀가루를 넣어보세요~),-,-,"닭고기, 우유",2018-01-18T17:37:06+09:00,"브로콜리 100g(1/2개),양파 50g(중간 크기1/2개),치킨스톡 육수 200ml,우유 100ml,버터 15g(1큰술),찹쌀가루 1큰술,후춧가루 조금","'재료준비', '* 브로콜리 손질하기 = 세척 후 밑동 자르기', '= 테두리 심지(섬유질) 부분까지 필러로 깎아 주거나 칼로 썰어주기 Tip. 밑동 버리지 말고 같이 사용해요.섬유질이 질기니 벗기고 사용해요.', '= 적당한 크기로 썰기', '= 끓는 물에 약간의 소금을 넣은 후', '30초 정도 데치기', '= 찬물에 바로 헹구기', '= 잘게 다지기 = 양파는 얇게 채 썰어 준비', '= 버터에 양파 볶기', '= 양파가 투명해지면 다진 브로콜리 넣어 볶기', '= 양파가 흐물해지면 치킨스톡 육수 넣어 한소끔 끓이기', '= 한 김 식힌 후 핸드블랜더나 믹서기에 갈기', '다시 끓이던 냄비에 옮기기 = 우유 넣어 끓이기 Tip. 끓인 후 간을 보고 부족하면 소금이나 파마산 가루를 넣어주세요.', '= 찹쌀가루 넣어 원하는 농도 맞추기 Tip. 찹쌀가루가 뭉치는 걸 방지하기 위해 믹서기에 갈 때 넣어줘도 좋아요. = 후춧가루로 마무리하기', '브로콜리 스프 완성~!!'",스프,채소류,"'https://recipe1.ezmember.co.kr/cache/recipe/2018/01/18/d90262484b1f71324f7f78e101f5ded01.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2018/01/18/61f47ff2c9be9ee79fe68fe0eb91b8aa1.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2018/01/18/c02aa437157808add8c34ca3274821021.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2018/01/18/cdbc548a5a6bfb3a756c53a93ddec7d61.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2018/01/18/e6134a62e1d6f9a4715f6639366c08ac1.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2018/01/18/d8a72614a92331e5ac3becacaced72c71.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2018/01/18/55b5c956e02af4268056fdd792452bac1.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2018/01/18/bd50c40023dc189c29380402b861b2241.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2018/01/18/08b342c7c789c8b018ff14862b6a57461.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2018/01/18/c464f9850e06e4c35966a062f40393221.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2018/01/18/df036859f906ded8e51f95383427272d1.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2018/01/18/f4b8c861e9546eb819789974e8b6b32a1.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2018/01/18/0bfe296f4ae0c2f62677cc8f790ec36b1.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2018/01/18/3b14e99eaa8b0705ab623cb73614ad8a1.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2018/01/18/e4ee283fa1c81876d214bc31419589cc1.jpg'"
110,고소함이 남다른 백종원 '들기름계란후라이'초간단 레시피,-,-,"달걀, 대두",2018-10-21T21:40:33+09:00,"계란 3개,들기름 3T,대파 1대,국간장 1/2T,통깨 솔솔","'먼저 대파를 잘게 썰어 줍니다.', '달궈진 팬에 들기름3스푼 둘러 주세요', '들기름에 대파를 달달 볶아 줍니다. 대파향이 어느 정도 나게 볶아 주세요', '대파위에 계란3개를 깨서 반숙으로 익혀 주셔요', '계란후라이 담을 접시에 국간장 1/2스푼 뿌려 주시구요. 이제 접시 위에 계란 후라이 담아주고 통깨 솔솔 뿌려주심 끝!', ""고소함이 남다른 밥도둑 반찬 백주부님 '들기름계란후라이'완성입니다. 한입 먹어보니 고소한 들기름에 대파향이 쏴악 감돌면서 넘 맛있어요. 김가루 좀 넣고 슥슥 비벼도 고소함 가득하니 꿀맛입니다""",밑반찬,기타,"'https://recipe1.ezmember.co.kr/cache/recipe/2018/10/21/20f8bf3bd4dba19ca1d38ef76a6996801.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2018/10/21/fa430fa257f926699e89a854e7539f511.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2018/10/21/964541e7ce7f04dca2916598c265a4691.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2018/10/21/fd8e3377bc3d6e475e1ff4f805e042621.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2018/10/21/eeaf078045c5ae34dba8205b1baeba891.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2018/10/21/31fff9c986fdd6c50185d4a6ae46bbaf1.jpg'"
111,간단하고 깔끔한 무 국,-,-,"생선, 대두",2017-12-14T11:04:06+09:00,"무 230g,작은대파 1대,다시멸치 1줌,물 1000ml,참기름 2큰술,국간장 1큰술,소금 티스푼 1","'물 1L 다시 멸치 한 줌 넣고  육수를 우려줍니다', '무 채 썰어', '냄비에 담고 참기름 2,국 간장 1,소금 티스푼 1 넣고', '슥슥슥~~ 볶아 주다가', '준비한 육수 붓고', '팔팔~ 끓여줍니다', '대파 송~ 송~ 썰어', '넣고 푹~ 끓여주면 끝'",국/탕,채소류,"'https://recipe1.ezmember.co.kr/cache/recipe/2017/12/14/ea685f0e2081abbdd76ea041e867adf01.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2017/12/14/6d6b420160bda9474d9967ed4d60190e1.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2017/12/14/dbb5c61a3811804bf46c54f2019926231.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2017/12/14/cd37ec50f888eda6f696707e60a340bb1.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2017/12/14/a43e3d4fadce5718e5604abff103a5221.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2017/12/14/03a415d4dfa3465935c996add4a710ad1.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2017/12/14/94ec7c8bb0ee8450131e5d03358242551.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2017/12/14/fe63ef86165eff636952f950cbaa08ea1.jpg'"
112,홈메이드 연어초밥,-,-,"생선, 우유",2015-08-07T17:05:59+09:00,"연어,양파,무싹,케이퍼,타르타르소스,설탕,식초,소금","'생연어를 길게 썰어주세요.', '고슬고슬한 쌀밥에 단촛물을 넣고 젓가락으로 살살 섞어줍니다.', '먹기좋게 그리고 초밥스럽게 밥을 뭉치고 와사비를 조금씩 넣어주세요.', '슬라이스한 연어를 올려주세요.', '연어샐러드 해먹고 남은 슬라이스양파,무싹이 있어서 올리고 타르타르 소스 한방울씩 그리고 케이퍼 올렸어요.', '간장에 와사비를 좀 풀어서 완성된 연어초밥 콕~'",퓨전,해물류,"'https://recipe1.ezmember.co.kr/cache/recipe/2015/08/11/2ca9e438182f6f51452ea75ee26cc8041.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2015/08/11/183aa4bcbe8ea9248be509f73203f1d81.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2015/08/11/0d7a8846b3785dffddfd62aa05288f781.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2015/08/11/04383e5ad45e6ce0439e55d882ee4cf51.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2015/08/11/47913fab06b58e8004f5584a29dca9d41.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2015/08/11/a1e26fc207035fd4cd7ca3193e853d081.jpg'"
113,오키나와 타코라이스 ,-,-,"소고기(쇠고기), 토마토, 밀, 우유, 대두",2015-07-15T08:35:52+09:00,"쇠고기 다짐육 300g,피망 1개,양파 1/2개,양상추 3~4장,방울토마토 15개,또띠아 5장,밥 2공기,피자치즈 약간,케첩 4T,우스터소스 4T,카레가루 1/2T,소금 1꼬집,후추 약간","'쇠고기 다짐육에 분량의 양념재료를 넣고 약 10분 정도 재워둡니다.', '방울토마토는 반으로 갈라주고, 양상추는 한입 크기로 찢어 놓고, 피망과 양파는 다져 줍니다.', '팬에 기름을 두르고 양파를 볶다가 투명해지면 고기를 넣어 볶다가 고기가 다 익어가면 피망을 넣고 잠깐만 더 볶아줍니다.', '또띠아를 달군팬에 양면으로 노릇노릇 하게 구워서 4등분으로 잘라줍니다.', '접시에 밥을 담고 위에 볶은 쇠고기를 올리고 그 위에 피자치즈 솔솔 뿌려주세요. 사이드로 양상추와 토마토, 구운 또띠아를 올려주면 되는 오키나와 타코라이스 랍니다.'",퓨전,소고기,"'https://recipe1.ezmember.co.kr/cache/recipe/2015/07/16/1164c5852de5a62d23a4152160d05e601.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2015/07/16/354640bfdc65b872495dcdf10f29b86b1.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2015/07/16/1c511b6f6741b2ff573dc6e60bb473f51.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2015/07/16/53ed8d16e133da79f0e7eb3800e5afee1.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2015/07/16/596e309220ee731c4b9f9112597501231.jpg'"
114,사각사각~ 샐러드롤,-,-,"돼지고기, 달걀",2008-10-14T17:25:13+09:00,"밥 2그릇,양배추 채썬것 1컵,적양배추 채썬것 1컵,베이컨 6장,마요네즈 1스푼,파슬리 약간,계란노른자 가루 약간,식초 1스푼,설탕 0.5스푼,맛술 0.5스푼,소금 약간","'베이컨은 기름을 두르지 않은 팬에 바싹 구워서 키친타올에서 기름을 빼두고 양배추는 채썰어 소금에 살짝 절였다가 물기를 뺀 후, 마요네즈에 버무렸어요. 흰양배추에는 파슬리가루도 조금 넣어서 함께 비볐어요. 김발에 넓은 랩을 깔고 밥을 얹은 후 베이컨, 마요네즈에 버무린 양배추를 각각 얹어 돌돌 말아놓은 다음 밥이 차갑게 식으면 랩을 벗겨 잘 드는 칼을 씻어가며 조심조심 썰어내면 끝~!', '마요네즈의 고소함과 야채의 사각거림.. 그리고 베이컨의 구수함이 어우러진 누드김밥이에요.', '한 개 드실래요? ㅎ.ㅎ.'",샐러드,채소류,"'https://recipe1.ezmember.co.kr/cache/recipe/2016/08/16/0d491444c17a9ff8b3c245574a8a66da1.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2016/08/16/1ad4a3a7333fbc9ac0374c2b6b893f831.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2016/08/16/f1533f93f5d5e7cab4af6005393f10bc1.jpg'"
115,버터치킨커리로 인도까지 ★,-,-,"닭고기, 우유, 토마토, 대두",2019-04-07T20:00:05+09:00,"닭다리살 2/3팩,감자 1개,양파 1/2개,다진 마늘 1숟가락,버터 2숟가락,우유 1+1/2종이컵,토마토소스 1종이컵,파슬리가루 약간,카레가루 2숟가락,고춧가루 1숟가락,맛술 1숟가락,간장 1/2숟가락,소금 약간,후추 약간","'껍질을 벗긴 감자와 양파, 닭다리살은 작게 한 입 크기로 썬다.', '닭다리살에 양념 재료를 넣고 버무린다.', '달군 냄비에 버터를 녹이고 다진 마늘, 감자, 양파를 넣어 중약불에서 볶다가 양파가 투명해지면 닭다리살을 넣고 2~3분간 더 볶는다.', '우유, 토마토소스를 넣고 중불에서 10분간 끓인 뒤 파슬리가루를 뿌려 완성한다.'",퓨전,닭고기,"'https://recipe1.ezmember.co.kr/cache/recipe/2019/04/05/cba69d015835098ca8f687b4ef1909381.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2019/04/05/2d57852c369a306f7a9a22f7958f243b1.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2019/04/05/f19e454ce73ca6843a49ede94b614fb11.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2019/04/05/a6dfda1624535b928782cad892415dce1.jpg'"
116,갈비찜 ,-,-,"돼지고기, 대두",2015-12-02T17:09:03+09:00,"돼지갈비 2kg,감자,양파,대파,당근,버섯,밤,청양고추,진간장 2컵,설탕 1컵,물 2컵,맛술 1컵,파 1컵,참기름 1/3컵,다진마늘 1/2컵,다진생강(생략가능) 1T","'반나절 이상 물에 담궈서 핏물을 빼야겠지만, 그러기엔 시간이 넘 부족하고 오늘 저녁 당장 먹어야겠어서 2시간만 담궈주었어요.', '중간 중간에 물을 갈아주면서 뼈가루나 불순물 제거와 함께 핏물도 싹 빼주세요. 갈비는 뼈가 있어서 기계로 작업하기 때문에 뼛가루가 곳곳에 남아있게되는데, 이 과정을 거치지않으면 그걸 고스란히 먹게될수도 있으니 시간이 없더라도! 이건 꼭 빼먹지마세요.', '핏물을 빼는동안 야채들을 손질하구요, 재료는 대체적으로 조금 큼직하게 써는게 좋아요. 오래 익혀야 하니 그 과정에서 형체를 알아볼수 없게 될수도 있거든요.', '백선생님께서 당근이나 감자는 동글동글하게 다듬어 주라고 했는데, 저는 그것마저 아까워서 그냥 막 썰어 넣었네요ㅋㅋㅋ 손님이 올것도 아니고 우리 가족 먹을거니 대충 대충', '돼지갈비찜 만드는법 중에 제일 중요한 고기용 만능소스! 요거 메모를 해서라도 꼭 기억해두세요~ 비율이 중요하니 위에 적힌 레시피대로 만들어 놓고 냉장보관했다가 고기요리 할때마다 꺼내서 사용하기도 좋답니다.', '생강은 없어서 생략했는데 있으면 넣어주시면 좋겠죠? 없으면 저 처럼 안넣으셔도 맛에 큰차이는 없을듯 싶어요~ 재료는 최대한 비슷하게만 넣어주시면 되니 없다고 마트 막 달려가고 그러지마세요.', '두 시간 동안 핏물을 제거한 돼지갈비에 미리 만들어둔 고기용 만능소스를 부어주어요.', '고기가 요만큼 잠길정도로~ 2kg에 다 사용하려니 많은듯해서 저는 남은거 유리병에 부어서 따로 냉장고에 넣어뒀어요. 애들 간장불고기 할때 저것만 넣고 만들어도 참 맛있겠더라구요^^', '그리고 물을 조금 더 넉넉하게 부어줍니다. 따로 계랑하지 않아서 얼만큼 부었는지 기억이 나진않지만, 첨부터 너무 많이 넣진 마시고 한컵씩 넣어가면서 간을 보고 가감하시면 되어요.', '부글부글 끓기 시작하면 거품이 둥둥 뜨게되는데요, 요건 걷어내야 하는거 아시쥬?', '20분정도 끓인후 딱딱한 무나 감자를 먼저 넣어주세요. 저는 무가 없어서 감자만 넣어줬어요~ 백종원 갈비찜의 포인트 중 하나!! 야채를 나누어서 넣는건데요, 1차: 무 2차: 버섯,당근 3차: 양파,고추,파 이런식으로 딱딱한 재료들을 먼저 넣어 익혀주는거에요.', '끓으면 다음재료를 또 넣어주고, 간을 보고 짜다 싶으면 물을 조금씩 첨가해가며 끓여주시구요~', '마지막엔 금방 익는 야채들을 넣고 한번 팍! 끓여주면 끝!!'",메인반찬,돼지고기,"'https://recipe1.ezmember.co.kr/cache/recipe/2015/12/11/e6bf7dd37bdba31e0c8c6d497e4ccfbe1.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2015/12/11/7cb5041131c51991ad73b2c03c88a8371.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2015/12/11/cfa8ae204e8307c6491175d3c1ae59e91.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2015/12/11/4a8773565c569b3103b71442d83de30d1.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2015/12/11/1fe68f63058315f0194731b0bae737661.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2015/12/11/f277ba8669d54bd0cfa0a3c1e83e37eb1.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2015/12/11/ab68f32e3d231202d68d7d21e8334c171.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2015/12/11/419ae756729e35fea8bd74a00778bf1a1.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2015/12/11/74ddb2f67addad45fe255f9915e64d811.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2015/12/11/3b205d127caa811852f5921df6ffbd521.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2015/12/11/6112cac6fb4bf7d5bda08cab33ab42a21.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2015/12/11/664dfbd7dc0996b77bf88efde22e39421.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2015/12/11/dcc4affba194eca34cde709a7370ab1a1.jpg'"
